Code,Name,Bao hanh,Base_price,Slase_price,Img_directory,Thong so san pham
MEMI109,Chuột không dây Microsoft Bluetooth Bluetrack Modern Mobile (Màu hồng đào KTF-00044),12 tháng,0,899000,img/MOUSE/250_53210_chuot_khong_day_microsoft_bluetooth_bluetrack_modern_mobile_mau_hong_dao_0000_1.jpg,"- Chuột không dây Microsoft Modern Mobile.- Thiết kế mỏng nhẹ, gọn gàng, dễ dàng mang đi mang lại.- Kết nối Bluetooth tiện lợi.- Công nghệ BlueTrack giúp chuột hoạt động tốt trên nhiều loại bề mặt phẳng."
MERZ091,Chuột Razer Viper Gaming Mouse (RZ01-02550100-R3M1),24 tháng,2289000,2289000,img/MOUSE/250_48312_tong_the_cua_chuot_choi_game_razer_viper_gaming_optical_switch_black_rz01_02550100_r3m1_1.jpg,"- Chuột chơi game Razer Viper Gaming.- Mắt cảm biến 5G Advanced Optical Sensor hiệu năng cao cấp.- Trọng lượng siêu nhẹ, chỉ 69g.- Thiết kế đối xứng phù hợp với nhiều đối tượng sử dụng.- Sử dụng Razer Switch cho tốc độ phản hồi lực nhấn cực nhanh."
MEAS044,Chuột Asus Cerberus Fortus Gaming (KM),24 tháng,0,599000,img/MOUSE/250_52259_chuot_asus_cerberus_fortus_gaming_km_0002_1.jpg,"- Chuột Asus Cerberus Fortus Gaming.- Cấu tạo bằng hợp kim Magie đảm bảo cân bằng hiệu suất và độ bền.- Sử dung switch Omron cho độ bền lên đến 50 triệu lần nhấn.- Led RGB nhiều màu, phím chuyển DPI cho phép điều chỉnh độ nhạy và màu sắc ngay lập tức.- Tối ưu hoá form cầm giúp việc giữ chuột chắc chắn và tang độ bền."
MECS037,Chuột Corsair Dark Core RGB Pro (CH-9315411-AP),24 tháng,2399000,1999000,img/MOUSE/250_53100_chuot_corsair_dark_core_rgb_pro_0002_3.jpg,- Chuột Corsair Dark Core RGB Pro.- Kết nối không dây siêu nhanh với tốc độ 2.4Ghz.- DPI tối đa 16.000.- Thiết kế công thái học cho cảm giác cầm nắm thoải mái.- Mắt cảm biến cao cấp độc quyền của Corsair có độ chính xác tuyệt đối.
MEFU064,Chuột chơi game Fuhlen F200 Bạc (USB/Màu Bạc),24 tháng,349000,299000,img/MOUSE/250_54022_chuot_choi_game_fuhlen_f200_bac_0000_1.jpg,
MEMI103,Chuột không dây Microsoft Bluetooth Mouse RJN-00005 (Màu Đen) ,24 tháng,699000,599000,img/MOUSE/250_51936_tong_the_chuot_khong_day_microsoft_bluetooth_mouse_rjn_00005_mau_den.jpg,"- Chuột không dây Microsoft Bluetooth Mouse RJN-00005 (Màu Đen) .- Thiết kế nhỏ gọn, hiện đại vừa vặn thoải mái trong tay bạn..- Nhiều màu sắc độc đáo..- Tự do không dây thực sự - kết nối với máy tính xách tay của bạn qua Bluetooth 5.0 LE..- Kết nối nhanh chóng với Windows 10 bằng tính năngSwift Pair chỉ có ở các sản phẩm của Microsoft mà không cần vào Setting."
MESS091,Chuột chơi game SteelSeries Rival 310 Black (RGB),24 tháng,1549000,1289000,img/MOUSE/250_37412_mouse_steelseries_rival_310_black_rgb_0004_1.jpg,- Chuột chơi game dành cho game thủ chuyên nghiệp đến từ Steelseries.- Thương hiệu: Đan Mạch.- Mắt cảm biến: Pixart TrueMove3 độc quyền dành cho Steelseries.- Độ phân giải tối đa: 12000DPI.- Tốc độ kiểm soát tối đa: 350IPS.
MERZ087,Chuột chơi game Razer DeathAdder Essential Right-Handed Gaming,24 tháng,0,999000,img/MOUSE/250_44348_tong_the_mouse_razer_deathaddder_essential_right_handed_gaming_1.jpg,- Phiên bản rút gọn của chuột Razer Deathadder.- Mắt cảm biến với tốc độ 220IPS.- Độ phân giải tối đa 6400DPI.- Hệ thống Led màu xanh lá cây quen thuộc.- Trọng lượng chỉ 96g.
MENE072,Chuột Newmen M266 USB Black,24 tháng,129000,99000,img/MOUSE/250_48685_chuot_newmen_m266_usb_black_1.jpg,- Chuột Newmen M266 USB Black.- Chuột quang có dây 3 nút điều khiển.- Sử dụng bộ Bộ cảm biến mới nhất của Newmen.- Độ phân giải 1000DPI.
MEDA001,Chuột chơi game Dareu LM066 USB Black,24 tháng,119000,79000,img/MOUSE/250_37181_mouse_dareu_lm066_usb_black_0001_1.jpg,- Chuột DareU LM066.- Độ phân giải : 1000 DPI.- Switch Huano độ bền lên đến 10 triệu lần click.- Thiết kế phù hợp với tác vụ nhẹ và văn phòng.
MEEB086,Chuột chơi game Eblue 4D- EMS816 Wireless Black/ Wthite,24 tháng,0,169000,img/MOUSE/250_37388_mouse_eblue_4d__ems816_wireless_black_white.jpg,- Chuột chơi game Eblue 4D- EMS816 Wireless Black/ Wthite.- Độ phân giải cao tiện lợi khi sử dụng.- Kiểu dáng hiện đại vừa tầm tay của bạn.- Sử dụng 1 pin AA tiết kiệm năng lượng..
MEEB087,Chuột chơi game Eblue EMS667 RGB Gaming Black,24 tháng,489000,349000,img/MOUSE/250_42027_mouse_eblue_ems667_rgb_gaming_black.png,"- Chuột chơi game giá rẻ chất lượng rất tốt của Eblue.- Nút bấm Omron, cảm giác mềm mại độ nảy cao.- Mắt cảm biến Pixart 3050 tiêu chuẩn cho nhiều thể loại game.- Hệ thống LED RGB 16,8 triệu màu chuyển động cực kì mượt mà.- Dây cáp được bọc dù đồng thời có độ mềm tốt, dễ dàng kiểm soát."
MEGE097,Chuột Genius NX-7015 Wireless Silver,24 tháng,0,209000,img/MOUSE/250_45791_mouse_genius_nx_7015_wireless_silver_0000_1.jpg,- Chuột NX-7015 Wireless.- Độ phân giải : 1200 DPI.- Công nghệ kết nối wireless không dây 2.4Ghz tiện lợi.- Khoảng cách hoạt động lên đến 10m.
MEMI093,Chuột không dây Microsoft Wireless Mobile Mouse 3500 - GMF-00006,24 tháng,679000,679000,img/MOUSE/250_48869_chuot_khong_day_wireless_mobile_mouse_3500_gmf_00006_1.jpg,- Chuột không dây Microsoft Wireless Mobile Mouse 3500 .- Kiểu giao tiếp: Không dây Nano 2.4 Ghz.- Dành cho Người thuận tay trái hoặc tay phải.- Số nút: 3 nút.- Nút cuộn: Dọc.
MEAK017,Chuột AKKO RG325 Dragon Ball Z - Vegeta,24 tháng,949000,699000,img/MOUSE/250_54570_chuot_akko_rg325_dragon_ball_z_vegeta_0002_3.jpg,"- Chuột AKKO RG325 Dragon Ball Z - Vegeta.- Thiết kế công thái học cho người thuận tay phải.- Mắt đọc PWM3325.- Giao tiếp USB, dây cáp dài 1,8m.- Vỏ nhựa ABS."
MESS106,Chuột không dây Steelseries Rival 3 Wireless (62521) (USB/Đen) ,24 tháng,1669000,1389000,img/MOUSE/250_56021_chuot_khong_day_steelseries_rival_3_wireless_62521_usb_den_0001_2.jpg,- Chuột không dây Steelseries Rival 3 Wireless .- Thiết kế đối xứng tiện lợi.- Kết nối tiện lợi : Wireless 2.4 Ghz và Bluetooth 5.0.- Công nghệ Quantum Wireless 2.0 cho độ trễ gần như bằng 0.- Mắt cảm biến Truemove Air hiệu năng cực cao.
MELO146,Chuột chơi game Logitech G604 Lightspeed Wireless HERO Gaming Black,24 tháng,2399000,1999000,img/MOUSE/250_48900_chuot_logitech_g604_lightspeed_wireless_hero_gaming_black_0003_1.jpg,- Chuột Logitech G604 Lightspeed Wireless.- Mắt cảm biến Hero 16K cao cấp nhất của Logitech.- Kế thừa thiết kế của chú chuột Logitech G602 trước đây.- Nút cuộn với 2 chế độ siêu nhanh.- 11 nút có thể lập trình được với 15 chế độ khác nhau.
MEGI105,Chuột chơi game Gigabyte AORUS M4 RGB Gaming Black,24 tháng,0,999000,img/MOUSE/250_48688_chuot_gigabyte_aorus_m4_rgb_gaming_black_1.png,- Chuột Gigabyte Aorus M4 RGB.- Thiết đế đối xứng.- Độ phân giải : 6400 DPI.- Nút chuột Omron với độ bền 50 triệu lần nhấn.- Tính năng RGB Fusion 2.0 đồng bộ led với các linh kiện Gigabyte khác.
